date,value
2017-07-01 12:00:00,1336.0
2017-07-01 13:00:00,977.0
2017-07-01 14:00:00,663.0
2017-07-01 15:00:00,477.0
2017-07-01 16:00:00,278.0
2017-07-01 17:00:00,229.0
2017-07-01 18:00:00,253.0
2017-07-01 19:00:00,426.0
2017-07-01 20:00:00,802.0
2017-07-01 21:00:00,1568.0
2017-07-01 22:00:00,2369.0
2017-07-01 23:00:00,3112.0
2017-07-02 00:00:00,3875.0
2017-07-02 01:00:00,4142.0
2017-07-02 02:00:00,3862.0
2017-07-02 03:00:00,4152.0
2017-07-02 04:00:00,3926.0
2017-07-02 05:00:00,3780.0
2017-07-02 06:00:00,2828.0
2017-07-02 07:00:00,2563.0
2017-07-02 08:00:00,2013.0
2017-07-02 09:00:00,1900.0
2017-07-02 10:00:00,1638.0
2017-07-02 11:00:00,1384.0
2017-07-02 12:00:00,1230.0
2017-07-02 13:00:00,979.0
2017-07-02 14:00:00,706.0
2017-07-02 15:00:00,559.0
2017-07-02 16:00:00,318.0
2017-07-02 17:00:00,385.0
2017-07-02 18:00:00,342.0
2017-07-02 19:00:00,452.0
2017-07-02 20:00:00,616.0
2017-07-02 21:00:00,1184.0
2017-07-02 22:00:00,2132.0
2017-07-02 23:00:00,2850.0
2017-07-03 00:00:00,3377.0
2017-07-03 01:00:00,3723.0
2017-07-03 02:00:00,3839.0
2017-07-03 03:00:00,3699.0
2017-07-03 04:00:00,3690.0
2017-07-03 05:00:00,3097.0
2017-07-03 06:00:00,2835.0
2017-07-03 07:00:00,2004.0
2017-07-03 08:00:00,1402.0
2017-07-03 09:00:00,1423.0
2017-07-03 10:00:00,758.0
2017-07-03 11:00:00,572.0
2017-07-03 12:00:00,270.0
2017-07-03 13:00:00,101.0
2017-07-03 14:00:00,175.0
2017-07-03 15:00:00,128.0
2017-07-03 16:00:00,104.0
2017-07-03 17:00:00,252.0
2017-07-03 18:00:00,526.0
2017-07-03 19:00:00,1105.0
2017-07-03 20:00:00,2737.0
2017-07-03 21:00:00,2222.0
2017-07-03 22:00:00,2751.0
2017-07-03 23:00:00,3521.0
2017-07-04 00:00:00,4264.0
2017-07-04 01:00:00,4618.0
2017-07-04 02:00:00,4078.0
2017-07-04 03:00:00,3971.0
2017-07-04 04:00:00,4006.0
2017-07-04 05:00:00,4451.0
