date,value
2015-07-01 12:00:00,1929.0
2015-07-01 13:00:00,1904.0
2015-07-01 14:00:00,1886.0
2015-07-01 15:00:00,1799.0
2015-07-01 16:00:00,1605.0
2015-07-01 17:00:00,1423.0
2015-07-01 18:00:00,1329.0
2015-07-01 19:00:00,1259.0
2015-07-01 20:00:00,1223.0
2015-07-01 21:00:00,1231.0
2015-07-01 22:00:00,1335.0
2015-07-01 23:00:00,1422.0
2015-07-02 00:00:00,1498.0
2015-07-02 01:00:00,1626.0
2015-07-02 02:00:00,1789.0
2015-07-02 03:00:00,1880.0
2015-07-02 04:00:00,2076.0
2015-07-02 05:00:00,2243.0
2015-07-02 06:00:00,2307.0
2015-07-02 07:00:00,2388.0
2015-07-02 08:00:00,2467.0
2015-07-02 09:00:00,2508.0
2015-07-02 10:00:00,2503.0
2015-07-02 11:00:00,2430.0
2015-07-02 12:00:00,2351.0
2015-07-02 13:00:00,2241.0
2015-07-02 14:00:00,2200.0
2015-07-02 15:00:00,2066.0
2015-07-02 16:00:00,1852.0
2015-07-02 17:00:00,1688.0
2015-07-02 18:00:00,1563.0
2015-07-02 19:00:00,1461.0
2015-07-02 20:00:00,1399.0
2015-07-02 21:00:00,1393.0
2015-07-02 22:00:00,1493.0
2015-07-02 23:00:00,1557.0
2015-07-03 00:00:00,1655.0
2015-07-03 01:00:00,1803.0
2015-07-03 02:00:00,1958.0
2015-07-03 03:00:00,2042.0
2015-07-03 04:00:00,2187.0
2015-07-03 05:00:00,2347.0
2015-07-03 06:00:00,2353.0
2015-07-03 07:00:00,2284.0
2015-07-03 08:00:00,2266.0
2015-07-03 09:00:00,2247.0
2015-07-03 10:00:00,2264.0
2015-07-03 11:00:00,2148.0
2015-07-03 12:00:00,1968.0
2015-07-03 13:00:00,1901.0
2015-07-03 14:00:00,1878.0
2015-07-03 15:00:00,1770.0
2015-07-03 16:00:00,1614.0
2015-07-03 17:00:00,1458.0
2015-07-03 18:00:00,1365.0
2015-07-03 19:00:00,1296.0
2015-07-03 20:00:00,1266.0
2015-07-03 21:00:00,1267.0
2015-07-03 22:00:00,1314.0
2015-07-03 23:00:00,1348.0
2015-07-04 00:00:00,1445.0
2015-07-04 01:00:00,1590.0
2015-07-04 02:00:00,1792.0
2015-07-04 03:00:00,1966.0
2015-07-04 04:00:00,2116.0
2015-07-04 05:00:00,2244.0
2015-07-04 06:00:00,2353.0
2015-07-04 07:00:00,2428.0
2015-07-04 08:00:00,2471.0
2015-07-04 09:00:00,2502.0
2015-07-04 10:00:00,2513.0
2015-07-04 11:00:00,2466.0
2015-07-04 12:00:00,2369.0
2015-07-04 13:00:00,2262.0
2015-07-04 14:00:00,2222.0
2015-07-04 15:00:00,2094.0
2015-07-04 16:00:00,1930.0
2015-07-04 17:00:00,1774.0
2015-07-04 18:00:00,1614.0
2015-07-04 19:00:00,1527.0
2015-07-04 20:00:00,1456.0
2015-07-04 21:00:00,1377.0
2015-07-04 22:00:00,1261.0
2015-07-04 23:00:00,1267.0
2015-07-05 00:00:00,1317.0
2015-07-05 01:00:00,1485.0
2015-07-05 02:00:00,1677.0
2015-07-05 03:00:00,1891.0
2015-07-05 04:00:00,2040.0
2015-07-05 05:00:00,2095.0
2015-07-05 06:00:00,2075.0
2015-07-05 07:00:00,1964.0
2015-07-05 08:00:00,1784.0
2015-07-05 09:00:00,1641.0
2015-07-05 10:00:00,1581.0
2015-07-05 11:00:00,1561.0
2015-07-05 12:00:00,1537.0
2015-07-05 13:00:00,1501.0
2015-07-05 14:00:00,1487.0
2015-07-05 15:00:00,1445.0
2015-07-05 16:00:00,1420.0
2015-07-05 17:00:00,1326.0
2015-07-05 18:00:00,1228.0
2015-07-05 19:00:00,1164.0
2015-07-05 20:00:00,1110.0
2015-07-05 21:00:00,1082.0
2015-07-05 22:00:00,1095.0
2015-07-05 23:00:00,1108.0
2015-07-06 00:00:00,1193.0
2015-07-06 01:00:00,1362.0
2015-07-06 02:00:00,1540.0
2015-07-06 03:00:00,1717.0
2015-07-06 04:00:00,1893.0
2015-07-06 05:00:00,2044.0
2015-07-06 06:00:00,2165.0
2015-07-06 07:00:00,2222.0
2015-07-06 08:00:00,2263.0
2015-07-06 09:00:00,2259.0
2015-07-06 10:00:00,2007.0
2015-07-06 11:00:00,1861.0
2015-07-06 12:00:00,1762.0
2015-07-06 13:00:00,1674.0
2015-07-06 14:00:00,1631.0
2015-07-06 15:00:00,1554.0
2015-07-06 16:00:00,1424.0
2015-07-06 17:00:00,1272.0
2015-07-06 18:00:00,1169.0
2015-07-06 19:00:00,1102.0
2015-07-06 20:00:00,1069.0
2015-07-06 21:00:00,1108.0
2015-07-06 22:00:00,1201.0
2015-07-06 23:00:00,1299.0
2015-07-07 00:00:00,1402.0
2015-07-07 01:00:00,1508.0
2015-07-07 02:00:00,1650.0
2015-07-07 03:00:00,1806.0
2015-07-07 04:00:00,1947.0
2015-07-07 05:00:00,2109.0
2015-07-07 06:00:00,2210.0
2015-07-07 07:00:00,2286.0
2015-07-07 08:00:00,2326.0
2015-07-07 09:00:00,2341.0
2015-07-07 10:00:00,2335.0
2015-07-07 11:00:00,2248.0
2015-07-07 12:00:00,2093.0
2015-07-07 13:00:00,1982.0
2015-07-07 14:00:00,1947.0
2015-07-07 15:00:00,1819.0
2015-07-07 16:00:00,1588.0
2015-07-07 17:00:00,1489.0
2015-07-07 18:00:00,1339.0
2015-07-07 19:00:00,1310.0
2015-07-07 20:00:00,1260.0
2015-07-07 21:00:00,1263.0
2015-07-07 22:00:00,1328.0
2015-07-07 23:00:00,1460.0
2015-07-08 00:00:00,1526.0
2015-07-08 01:00:00,1661.0
2015-07-08 02:00:00,1802.0
2015-07-08 03:00:00,1959.0
2015-07-08 04:00:00,2121.0
2015-07-08 05:00:00,2241.0
2015-07-08 06:00:00,2323.0
2015-07-08 07:00:00,2379.0
2015-07-08 08:00:00,2401.0
2015-07-08 09:00:00,2387.0
2015-07-08 10:00:00,2317.0
2015-07-08 11:00:00,2213.0
2015-07-08 12:00:00,2096.0
2015-07-08 13:00:00,1918.0
2015-07-08 14:00:00,1894.0
2015-07-08 15:00:00,1770.0
2015-07-08 16:00:00,1585.0
2015-07-08 17:00:00,1456.0
2015-07-08 18:00:00,1358.0
2015-07-08 19:00:00,1287.0
2015-07-08 20:00:00,1240.0
2015-07-08 21:00:00,1255.0
2015-07-08 22:00:00,1349.0
2015-07-08 23:00:00,1427.0
2015-07-09 00:00:00,1533.0
2015-07-09 01:00:00,1586.0
2015-07-09 02:00:00,1798.0
2015-07-09 03:00:00,1962.0
2015-07-09 04:00:00,2108.0
2015-07-09 05:00:00,2238.0
2015-07-09 06:00:00,2325.0
2015-07-09 07:00:00,2362.0
2015-07-09 08:00:00,2314.0
2015-07-09 09:00:00,2198.0
2015-07-09 10:00:00,2232.0
2015-07-09 11:00:00,2227.0
2015-07-09 12:00:00,2201.0
2015-07-09 13:00:00,2099.0
2015-07-09 14:00:00,2078.0
2015-07-09 15:00:00,1913.0
2015-07-09 16:00:00,1749.0
2015-07-09 17:00:00,1600.0
2015-07-09 18:00:00,1436.0
2015-07-09 19:00:00,1374.0
2015-07-09 20:00:00,1317.0
2015-07-09 21:00:00,1356.0
2015-07-09 22:00:00,1437.0
2015-07-09 23:00:00,1520.0
2015-07-10 00:00:00,1595.0
2015-07-10 01:00:00,1686.0
2015-07-10 02:00:00,1841.0
2015-07-10 03:00:00,2061.0
2015-07-10 04:00:00,2155.0
2015-07-10 05:00:00,2332.0
2015-07-10 06:00:00,2454.0
2015-07-10 07:00:00,2506.0
2015-07-10 08:00:00,2514.0
2015-07-10 09:00:00,2497.0
2015-07-10 10:00:00,2463.0
2015-07-10 11:00:00,2452.0
2015-07-10 12:00:00,2339.0
2015-07-10 13:00:00,2236.0
2015-07-10 14:00:00,2151.0
2015-07-10 15:00:00,1988.0
2015-07-10 16:00:00,1813.0
2015-07-10 17:00:00,1654.0
2015-07-10 18:00:00,1580.0
2015-07-10 19:00:00,1465.0
2015-07-10 20:00:00,1431.0
2015-07-10 21:00:00,1425.0
2015-07-10 22:00:00,1493.0
2015-07-10 23:00:00,1560.0
2015-07-11 00:00:00,1659.0
2015-07-11 01:00:00,1791.0
2015-07-11 02:00:00,1954.0
2015-07-11 03:00:00,2136.0
2015-07-11 04:00:00,2287.0
2015-07-11 05:00:00,2436.0
2015-07-11 06:00:00,2539.0
2015-07-11 07:00:00,2581.0
2015-07-11 08:00:00,2634.0
2015-07-11 09:00:00,2638.0
2015-07-11 10:00:00,2608.0
2015-07-11 11:00:00,2567.0
2015-07-11 12:00:00,2454.0
2015-07-11 13:00:00,2302.0
2015-07-11 14:00:00,2236.0
2015-07-11 15:00:00,2046.0
2015-07-11 16:00:00,1853.0
2015-07-11 17:00:00,1689.0
2015-07-11 18:00:00,1554.0
2015-07-11 19:00:00,1454.0
2015-07-11 20:00:00,1386.0
2015-07-11 21:00:00,1356.0
2015-07-11 22:00:00,1359.0
2015-07-11 23:00:00,1380.0
2015-07-12 00:00:00,1425.0
2015-07-12 01:00:00,1604.0
2015-07-12 02:00:00,1832.0
2015-07-12 03:00:00,2071.0
2015-07-12 04:00:00,2228.0
2015-07-12 05:00:00,2367.0
2015-07-12 06:00:00,2437.0
2015-07-12 07:00:00,2432.0
2015-07-12 08:00:00,2349.0
2015-07-12 09:00:00,2173.0
2015-07-12 10:00:00,2045.0
2015-07-12 11:00:00,1986.0
2015-07-12 12:00:00,1934.0
2015-07-12 13:00:00,1903.0
2015-07-12 14:00:00,1873.0
2015-07-12 15:00:00,1788.0
2015-07-12 16:00:00,1668.0
2015-07-12 17:00:00,1537.0
2015-07-12 18:00:00,1444.0
2015-07-12 19:00:00,1361.0
2015-07-12 20:00:00,1307.0
2015-07-12 21:00:00,1280.0
2015-07-12 22:00:00,1215.0
2015-07-12 23:00:00,1232.0
2015-07-13 00:00:00,1317.0
2015-07-13 01:00:00,1500.0
2015-07-13 02:00:00,1704.0
2015-07-13 03:00:00,1901.0
2015-07-13 04:00:00,2094.0
2015-07-13 05:00:00,2265.0
2015-07-13 06:00:00,2367.0
2015-07-13 07:00:00,2426.0
2015-07-13 08:00:00,2448.0
2015-07-13 09:00:00,2435.0
2015-07-13 10:00:00,2313.0
2015-07-13 11:00:00,2147.0
2015-07-13 12:00:00,2002.0
2015-07-13 13:00:00,1895.0
2015-07-13 14:00:00,1857.0
2015-07-13 15:00:00,1757.0
2015-07-13 16:00:00,1610.0
2015-07-13 17:00:00,1475.0
2015-07-13 18:00:00,1362.0
2015-07-13 19:00:00,1291.0
2015-07-13 20:00:00,1246.0
2015-07-13 21:00:00,1269.0
2015-07-13 22:00:00,1362.0
2015-07-13 23:00:00,1441.0
2015-07-14 00:00:00,1535.0
2015-07-14 01:00:00,1659.0
2015-07-14 02:00:00,1775.0
2015-07-14 03:00:00,1975.0
2015-07-14 04:00:00,2171.0
2015-07-14 05:00:00,2357.0
2015-07-14 06:00:00,2492.0
2015-07-14 07:00:00,2537.0
2015-07-14 08:00:00,2526.0
2015-07-14 09:00:00,2473.0
2015-07-14 10:00:00,2461.0
2015-07-14 11:00:00,2392.0
2015-07-14 12:00:00,2253.0
2015-07-14 13:00:00,2140.0
2015-07-14 14:00:00,2106.0
2015-07-14 15:00:00,1956.0
2015-07-14 16:00:00,1869.0
2015-07-14 17:00:00,1663.0
2015-07-14 18:00:00,1571.0
2015-07-14 19:00:00,1517.0
2015-07-14 20:00:00,1478.0
2015-07-14 21:00:00,1498.0
2015-07-14 22:00:00,1606.0
2015-07-14 23:00:00,1697.0
2015-07-15 00:00:00,1771.0
2015-07-15 01:00:00,1887.0
2015-07-15 02:00:00,2066.0
2015-07-15 03:00:00,2242.0
2015-07-15 04:00:00,2375.0
2015-07-15 05:00:00,2515.0
2015-07-15 06:00:00,2596.0
2015-07-15 07:00:00,2600.0
2015-07-15 08:00:00,2538.0
2015-07-15 09:00:00,2558.0
2015-07-15 10:00:00,2531.0
2015-07-15 11:00:00,2421.0
2015-07-15 12:00:00,2276.0
2015-07-15 13:00:00,2144.0
2015-07-15 14:00:00,2083.0
2015-07-15 15:00:00,1962.0
2015-07-15 16:00:00,1802.0
2015-07-15 17:00:00,1680.0
2015-07-15 18:00:00,1595.0
2015-07-15 19:00:00,1536.0
2015-07-15 20:00:00,1505.0
2015-07-15 21:00:00,1525.0
2015-07-15 22:00:00,1619.0
2015-07-15 23:00:00,1713.0
